segment_uid,split,class,video_id,segment_id,num_frames,segment_path
train_Fighting_Fighting002_x264_seg_0000,train,Fighting,Fighting002_x264,seg_0000,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0000
train_Fighting_Fighting002_x264_seg_0001,train,Fighting,Fighting002_x264,seg_0001,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0001
train_Fighting_Fighting002_x264_seg_0002,train,Fighting,Fighting002_x264,seg_0002,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0002
train_Fighting_Fighting002_x264_seg_0003,train,Fighting,Fighting002_x264,seg_0003,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0003
train_Fighting_Fighting002_x264_seg_0004,train,Fighting,Fighting002_x264,seg_0004,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0004
train_Fighting_Fighting002_x264_seg_0005,train,Fighting,Fighting002_x264,seg_0005,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0005
train_Fighting_Fighting002_x264_seg_0006,train,Fighting,Fighting002_x264,seg_0006,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0006
train_Fighting_Fighting002_x264_seg_0007,train,Fighting,Fighting002_x264,seg_0007,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0007
train_Fighting_Fighting002_x264_seg_0008,train,Fighting,Fighting002_x264,seg_0008,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0008
train_Fighting_Fighting002_x264_seg_0009,train,Fighting,Fighting002_x264,seg_0009,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0009
train_Fighting_Fighting002_x264_seg_0010,train,Fighting,Fighting002_x264,seg_0010,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0010
train_Fighting_Fighting002_x264_seg_0011,train,Fighting,Fighting002_x264,seg_0011,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0011
train_Fighting_Fighting002_x264_seg_0012,train,Fighting,Fighting002_x264,seg_0012,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0012
train_Fighting_Fighting002_x264_seg_0013,train,Fighting,Fighting002_x264,seg_0013,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0013
train_Fighting_Fighting002_x264_seg_0014,train,Fighting,Fighting002_x264,seg_0014,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0014
train_Fighting_Fighting002_x264_seg_0015,train,Fighting,Fighting002_x264,seg_0015,16,/content/data/segments_16/train/Fighting/Fighting002_x264/seg_0015
train_Fighting_Fighting004_x264_seg_0000,train,Fighting,Fighting004_x264,seg_0000,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0000
train_Fighting_Fighting004_x264_seg_0001,train,Fighting,Fighting004_x264,seg_0001,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0001
train_Fighting_Fighting004_x264_seg_0002,train,Fighting,Fighting004_x264,seg_0002,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0002
train_Fighting_Fighting004_x264_seg_0003,train,Fighting,Fighting004_x264,seg_0003,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0003
train_Fighting_Fighting004_x264_seg_0004,train,Fighting,Fighting004_x264,seg_0004,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0004
train_Fighting_Fighting004_x264_seg_0005,train,Fighting,Fighting004_x264,seg_0005,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0005
train_Fighting_Fighting004_x264_seg_0006,train,Fighting,Fighting004_x264,seg_0006,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0006
train_Fighting_Fighting004_x264_seg_0007,train,Fighting,Fighting004_x264,seg_0007,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0007
train_Fighting_Fighting004_x264_seg_0008,train,Fighting,Fighting004_x264,seg_0008,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0008
train_Fighting_Fighting004_x264_seg_0009,train,Fighting,Fighting004_x264,seg_0009,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0009
train_Fighting_Fighting004_x264_seg_0010,train,Fighting,Fighting004_x264,seg_0010,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0010
train_Fighting_Fighting004_x264_seg_0011,train,Fighting,Fighting004_x264,seg_0011,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0011
train_Fighting_Fighting004_x264_seg_0012,train,Fighting,Fighting004_x264,seg_0012,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0012
train_Fighting_Fighting004_x264_seg_0013,train,Fighting,Fighting004_x264,seg_0013,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0013
train_Fighting_Fighting004_x264_seg_0014,train,Fighting,Fighting004_x264,seg_0014,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0014
train_Fighting_Fighting004_x264_seg_0015,train,Fighting,Fighting004_x264,seg_0015,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0015
train_Fighting_Fighting004_x264_seg_0016,train,Fighting,Fighting004_x264,seg_0016,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0016
train_Fighting_Fighting004_x264_seg_0017,train,Fighting,Fighting004_x264,seg_0017,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0017
train_Fighting_Fighting004_x264_seg_0018,train,Fighting,Fighting004_x264,seg_0018,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0018
train_Fighting_Fighting004_x264_seg_0019,train,Fighting,Fighting004_x264,seg_0019,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0019
train_Fighting_Fighting004_x264_seg_0020,train,Fighting,Fighting004_x264,seg_0020,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0020
train_Fighting_Fighting004_x264_seg_0021,train,Fighting,Fighting004_x264,seg_0021,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0021
train_Fighting_Fighting004_x264_seg_0022,train,Fighting,Fighting004_x264,seg_0022,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0022
train_Fighting_Fighting004_x264_seg_0023,train,Fighting,Fighting004_x264,seg_0023,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0023
train_Fighting_Fighting004_x264_seg_0024,train,Fighting,Fighting004_x264,seg_0024,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0024
train_Fighting_Fighting004_x264_seg_0025,train,Fighting,Fighting004_x264,seg_0025,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0025
train_Fighting_Fighting004_x264_seg_0026,train,Fighting,Fighting004_x264,seg_0026,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0026
train_Fighting_Fighting004_x264_seg_0027,train,Fighting,Fighting004_x264,seg_0027,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0027
train_Fighting_Fighting004_x264_seg_0028,train,Fighting,Fighting004_x264,seg_0028,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0028
train_Fighting_Fighting004_x264_seg_0029,train,Fighting,Fighting004_x264,seg_0029,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0029
train_Fighting_Fighting004_x264_seg_0030,train,Fighting,Fighting004_x264,seg_0030,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0030
train_Fighting_Fighting004_x264_seg_0031,train,Fighting,Fighting004_x264,seg_0031,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0031
train_Fighting_Fighting004_x264_seg_0032,train,Fighting,Fighting004_x264,seg_0032,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0032
train_Fighting_Fighting004_x264_seg_0033,train,Fighting,Fighting004_x264,seg_0033,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0033
train_Fighting_Fighting004_x264_seg_0034,train,Fighting,Fighting004_x264,seg_0034,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0034
train_Fighting_Fighting004_x264_seg_0035,train,Fighting,Fighting004_x264,seg_0035,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0035
train_Fighting_Fighting004_x264_seg_0036,train,Fighting,Fighting004_x264,seg_0036,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0036
train_Fighting_Fighting004_x264_seg_0037,train,Fighting,Fighting004_x264,seg_0037,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0037
train_Fighting_Fighting004_x264_seg_0038,train,Fighting,Fighting004_x264,seg_0038,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0038
train_Fighting_Fighting004_x264_seg_0039,train,Fighting,Fighting004_x264,seg_0039,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0039
train_Fighting_Fighting004_x264_seg_0040,train,Fighting,Fighting004_x264,seg_0040,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0040
train_Fighting_Fighting004_x264_seg_0041,train,Fighting,Fighting004_x264,seg_0041,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0041
train_Fighting_Fighting004_x264_seg_0042,train,Fighting,Fighting004_x264,seg_0042,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0042
train_Fighting_Fighting004_x264_seg_0043,train,Fighting,Fighting004_x264,seg_0043,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0043
train_Fighting_Fighting004_x264_seg_0044,train,Fighting,Fighting004_x264,seg_0044,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0044
train_Fighting_Fighting004_x264_seg_0045,train,Fighting,Fighting004_x264,seg_0045,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0045
train_Fighting_Fighting004_x264_seg_0046,train,Fighting,Fighting004_x264,seg_0046,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0046
train_Fighting_Fighting004_x264_seg_0047,train,Fighting,Fighting004_x264,seg_0047,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0047
train_Fighting_Fighting004_x264_seg_0048,train,Fighting,Fighting004_x264,seg_0048,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0048
train_Fighting_Fighting004_x264_seg_0049,train,Fighting,Fighting004_x264,seg_0049,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0049
train_Fighting_Fighting004_x264_seg_0050,train,Fighting,Fighting004_x264,seg_0050,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0050
train_Fighting_Fighting004_x264_seg_0051,train,Fighting,Fighting004_x264,seg_0051,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0051
train_Fighting_Fighting004_x264_seg_0052,train,Fighting,Fighting004_x264,seg_0052,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0052
train_Fighting_Fighting004_x264_seg_0053,train,Fighting,Fighting004_x264,seg_0053,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0053
train_Fighting_Fighting004_x264_seg_0054,train,Fighting,Fighting004_x264,seg_0054,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0054
train_Fighting_Fighting004_x264_seg_0055,train,Fighting,Fighting004_x264,seg_0055,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0055
train_Fighting_Fighting004_x264_seg_0056,train,Fighting,Fighting004_x264,seg_0056,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0056
train_Fighting_Fighting004_x264_seg_0057,train,Fighting,Fighting004_x264,seg_0057,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0057
train_Fighting_Fighting004_x264_seg_0058,train,Fighting,Fighting004_x264,seg_0058,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0058
train_Fighting_Fighting004_x264_seg_0059,train,Fighting,Fighting004_x264,seg_0059,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0059
train_Fighting_Fighting004_x264_seg_0060,train,Fighting,Fighting004_x264,seg_0060,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0060
train_Fighting_Fighting004_x264_seg_0061,train,Fighting,Fighting004_x264,seg_0061,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0061
train_Fighting_Fighting004_x264_seg_0062,train,Fighting,Fighting004_x264,seg_0062,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0062
train_Fighting_Fighting004_x264_seg_0063,train,Fighting,Fighting004_x264,seg_0063,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0063
train_Fighting_Fighting004_x264_seg_0064,train,Fighting,Fighting004_x264,seg_0064,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0064
train_Fighting_Fighting004_x264_seg_0065,train,Fighting,Fighting004_x264,seg_0065,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0065
train_Fighting_Fighting004_x264_seg_0066,train,Fighting,Fighting004_x264,seg_0066,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0066
train_Fighting_Fighting004_x264_seg_0067,train,Fighting,Fighting004_x264,seg_0067,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0067
train_Fighting_Fighting004_x264_seg_0068,train,Fighting,Fighting004_x264,seg_0068,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0068
train_Fighting_Fighting004_x264_seg_0069,train,Fighting,Fighting004_x264,seg_0069,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0069
train_Fighting_Fighting004_x264_seg_0070,train,Fighting,Fighting004_x264,seg_0070,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0070
train_Fighting_Fighting004_x264_seg_0071,train,Fighting,Fighting004_x264,seg_0071,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0071
train_Fighting_Fighting004_x264_seg_0072,train,Fighting,Fighting004_x264,seg_0072,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0072
train_Fighting_Fighting004_x264_seg_0073,train,Fighting,Fighting004_x264,seg_0073,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0073
train_Fighting_Fighting004_x264_seg_0074,train,Fighting,Fighting004_x264,seg_0074,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0074
train_Fighting_Fighting004_x264_seg_0075,train,Fighting,Fighting004_x264,seg_0075,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0075
train_Fighting_Fighting004_x264_seg_0076,train,Fighting,Fighting004_x264,seg_0076,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0076
train_Fighting_Fighting004_x264_seg_0077,train,Fighting,Fighting004_x264,seg_0077,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0077
train_Fighting_Fighting004_x264_seg_0078,train,Fighting,Fighting004_x264,seg_0078,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0078
train_Fighting_Fighting004_x264_seg_0079,train,Fighting,Fighting004_x264,seg_0079,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0079
train_Fighting_Fighting004_x264_seg_0080,train,Fighting,Fighting004_x264,seg_0080,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0080
train_Fighting_Fighting004_x264_seg_0081,train,Fighting,Fighting004_x264,seg_0081,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0081
train_Fighting_Fighting004_x264_seg_0082,train,Fighting,Fighting004_x264,seg_0082,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0082
train_Fighting_Fighting004_x264_seg_0083,train,Fighting,Fighting004_x264,seg_0083,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0083
train_Fighting_Fighting004_x264_seg_0084,train,Fighting,Fighting004_x264,seg_0084,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0084
train_Fighting_Fighting004_x264_seg_0085,train,Fighting,Fighting004_x264,seg_0085,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0085
train_Fighting_Fighting004_x264_seg_0086,train,Fighting,Fighting004_x264,seg_0086,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0086
train_Fighting_Fighting004_x264_seg_0087,train,Fighting,Fighting004_x264,seg_0087,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0087
train_Fighting_Fighting004_x264_seg_0088,train,Fighting,Fighting004_x264,seg_0088,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0088
train_Fighting_Fighting004_x264_seg_0089,train,Fighting,Fighting004_x264,seg_0089,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0089
train_Fighting_Fighting004_x264_seg_0090,train,Fighting,Fighting004_x264,seg_0090,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0090
train_Fighting_Fighting004_x264_seg_0091,train,Fighting,Fighting004_x264,seg_0091,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0091
train_Fighting_Fighting004_x264_seg_0092,train,Fighting,Fighting004_x264,seg_0092,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0092
train_Fighting_Fighting004_x264_seg_0093,train,Fighting,Fighting004_x264,seg_0093,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0093
train_Fighting_Fighting004_x264_seg_0094,train,Fighting,Fighting004_x264,seg_0094,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0094
train_Fighting_Fighting004_x264_seg_0095,train,Fighting,Fighting004_x264,seg_0095,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0095
train_Fighting_Fighting004_x264_seg_0096,train,Fighting,Fighting004_x264,seg_0096,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0096
train_Fighting_Fighting004_x264_seg_0097,train,Fighting,Fighting004_x264,seg_0097,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0097
train_Fighting_Fighting004_x264_seg_0098,train,Fighting,Fighting004_x264,seg_0098,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0098
train_Fighting_Fighting004_x264_seg_0099,train,Fighting,Fighting004_x264,seg_0099,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0099
train_Fighting_Fighting004_x264_seg_0100,train,Fighting,Fighting004_x264,seg_0100,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0100
train_Fighting_Fighting004_x264_seg_0101,train,Fighting,Fighting004_x264,seg_0101,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0101
train_Fighting_Fighting004_x264_seg_0102,train,Fighting,Fighting004_x264,seg_0102,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0102
train_Fighting_Fighting004_x264_seg_0103,train,Fighting,Fighting004_x264,seg_0103,16,/content/data/segments_16/train/Fighting/Fighting004_x264/seg_0103
train_NormalVideos_Normal_Videos001_x264_seg_0000,train,NormalVideos,Normal_Videos001_x264,seg_0000,16,/content/data/segments_16/train/NormalVideos/Normal_Videos001_x264/seg_0000
train_NormalVideos_Normal_Videos001_x264_seg_0001,train,NormalVideos,Normal_Videos001_x264,seg_0001,16,/content/data/segments_16/train/NormalVideos/Normal_Videos001_x264/seg_0001
train_NormalVideos_Normal_Videos001_x264_seg_0002,train,NormalVideos,Normal_Videos001_x264,seg_0002,16,/content/data/segments_16/train/NormalVideos/Normal_Videos001_x264/seg_0002
train_NormalVideos_Normal_Videos002_x264_seg_0000,train,NormalVideos,Normal_Videos002_x264,seg_0000,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0000
train_NormalVideos_Normal_Videos002_x264_seg_0001,train,NormalVideos,Normal_Videos002_x264,seg_0001,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0001
train_NormalVideos_Normal_Videos002_x264_seg_0002,train,NormalVideos,Normal_Videos002_x264,seg_0002,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0002
train_NormalVideos_Normal_Videos002_x264_seg_0003,train,NormalVideos,Normal_Videos002_x264,seg_0003,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0003
train_NormalVideos_Normal_Videos002_x264_seg_0004,train,NormalVideos,Normal_Videos002_x264,seg_0004,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0004
train_NormalVideos_Normal_Videos002_x264_seg_0005,train,NormalVideos,Normal_Videos002_x264,seg_0005,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0005
train_NormalVideos_Normal_Videos002_x264_seg_0006,train,NormalVideos,Normal_Videos002_x264,seg_0006,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0006
train_NormalVideos_Normal_Videos002_x264_seg_0007,train,NormalVideos,Normal_Videos002_x264,seg_0007,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0007
train_NormalVideos_Normal_Videos002_x264_seg_0008,train,NormalVideos,Normal_Videos002_x264,seg_0008,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0008
train_NormalVideos_Normal_Videos002_x264_seg_0009,train,NormalVideos,Normal_Videos002_x264,seg_0009,16,/content/data/segments_16/train/NormalVideos/Normal_Videos002_x264/seg_0009
train_RoadAccidents_RoadAccidents003_x264_seg_0000,train,RoadAccidents,RoadAccidents003_x264,seg_0000,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0000
train_RoadAccidents_RoadAccidents003_x264_seg_0001,train,RoadAccidents,RoadAccidents003_x264,seg_0001,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0001
train_RoadAccidents_RoadAccidents003_x264_seg_0002,train,RoadAccidents,RoadAccidents003_x264,seg_0002,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0002
train_RoadAccidents_RoadAccidents003_x264_seg_0003,train,RoadAccidents,RoadAccidents003_x264,seg_0003,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0003
train_RoadAccidents_RoadAccidents003_x264_seg_0004,train,RoadAccidents,RoadAccidents003_x264,seg_0004,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0004
train_RoadAccidents_RoadAccidents003_x264_seg_0005,train,RoadAccidents,RoadAccidents003_x264,seg_0005,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0005
train_RoadAccidents_RoadAccidents003_x264_seg_0006,train,RoadAccidents,RoadAccidents003_x264,seg_0006,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0006
train_RoadAccidents_RoadAccidents003_x264_seg_0007,train,RoadAccidents,RoadAccidents003_x264,seg_0007,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0007
train_RoadAccidents_RoadAccidents003_x264_seg_0008,train,RoadAccidents,RoadAccidents003_x264,seg_0008,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents003_x264/seg_0008
train_RoadAccidents_RoadAccidents005_x264_seg_0000,train,RoadAccidents,RoadAccidents005_x264,seg_0000,16,/content/data/segments_16/train/RoadAccidents/RoadAccidents005_x264/seg_0000
train_Robbery_Robbery001_x264_seg_0000,train,Robbery,Robbery001_x264,seg_0000,16,/content/data/segments_16/train/Robbery/Robbery001_x264/seg_0000
train_Robbery_Robbery001_x264_seg_0001,train,Robbery,Robbery001_x264,seg_0001,16,/content/data/segments_16/train/Robbery/Robbery001_x264/seg_0001
train_Robbery_Robbery001_x264_seg_0002,train,Robbery,Robbery001_x264,seg_0002,16,/content/data/segments_16/train/Robbery/Robbery001_x264/seg_0002
train_Robbery_Robbery001_x264_seg_0003,train,Robbery,Robbery001_x264,seg_0003,16,/content/data/segments_16/train/Robbery/Robbery001_x264/seg_0003
train_Robbery_Robbery001_x264_seg_0004,train,Robbery,Robbery001_x264,seg_0004,16,/content/data/segments_16/train/Robbery/Robbery001_x264/seg_0004
train_Robbery_Robbery001_x264_seg_0005,train,Robbery,Robbery001_x264,seg_0005,16,/content/data/segments_16/train/Robbery/Robbery001_x264/seg_0005
train_Robbery_Robbery002_x264_seg_0000,train,Robbery,Robbery002_x264,seg_0000,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0000
train_Robbery_Robbery002_x264_seg_0001,train,Robbery,Robbery002_x264,seg_0001,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0001
train_Robbery_Robbery002_x264_seg_0002,train,Robbery,Robbery002_x264,seg_0002,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0002
train_Robbery_Robbery002_x264_seg_0003,train,Robbery,Robbery002_x264,seg_0003,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0003
train_Robbery_Robbery002_x264_seg_0004,train,Robbery,Robbery002_x264,seg_0004,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0004
train_Robbery_Robbery002_x264_seg_0005,train,Robbery,Robbery002_x264,seg_0005,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0005
train_Robbery_Robbery002_x264_seg_0006,train,Robbery,Robbery002_x264,seg_0006,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0006
train_Robbery_Robbery002_x264_seg_0007,train,Robbery,Robbery002_x264,seg_0007,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0007
train_Robbery_Robbery002_x264_seg_0008,train,Robbery,Robbery002_x264,seg_0008,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0008
train_Robbery_Robbery002_x264_seg_0009,train,Robbery,Robbery002_x264,seg_0009,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0009
train_Robbery_Robbery002_x264_seg_0010,train,Robbery,Robbery002_x264,seg_0010,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0010
train_Robbery_Robbery002_x264_seg_0011,train,Robbery,Robbery002_x264,seg_0011,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0011
train_Robbery_Robbery002_x264_seg_0012,train,Robbery,Robbery002_x264,seg_0012,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0012
train_Robbery_Robbery002_x264_seg_0013,train,Robbery,Robbery002_x264,seg_0013,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0013
train_Robbery_Robbery002_x264_seg_0014,train,Robbery,Robbery002_x264,seg_0014,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0014
train_Robbery_Robbery002_x264_seg_0015,train,Robbery,Robbery002_x264,seg_0015,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0015
train_Robbery_Robbery002_x264_seg_0016,train,Robbery,Robbery002_x264,seg_0016,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0016
train_Robbery_Robbery002_x264_seg_0017,train,Robbery,Robbery002_x264,seg_0017,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0017
train_Robbery_Robbery002_x264_seg_0018,train,Robbery,Robbery002_x264,seg_0018,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0018
train_Robbery_Robbery002_x264_seg_0019,train,Robbery,Robbery002_x264,seg_0019,16,/content/data/segments_16/train/Robbery/Robbery002_x264/seg_0019
train_Shooting_Shooting001_x264_seg_0000,train,Shooting,Shooting001_x264,seg_0000,16,/content/data/segments_16/train/Shooting/Shooting001_x264/seg_0000
train_Shooting_Shooting003_x264_seg_0000,train,Shooting,Shooting003_x264,seg_0000,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0000
train_Shooting_Shooting003_x264_seg_0001,train,Shooting,Shooting003_x264,seg_0001,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0001
train_Shooting_Shooting003_x264_seg_0002,train,Shooting,Shooting003_x264,seg_0002,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0002
train_Shooting_Shooting003_x264_seg_0003,train,Shooting,Shooting003_x264,seg_0003,16,/content/data/segments_16/train/Shooting/Shooting003_x264/seg_0003
